Id. Acidente,Id. Peao,Sexo,Acções Peão,Lesões a 30 dias,Tipo Peão,Material Reflector,Peao Gr.Etario(<=5) SUM,Peao Gr.Etario(6-9) SUM,Peao Gr.Etario(10-14) SUM,Peao Gr.Etario(15-17) SUM,Peao Gr.Etario(18-20) SUM,Peao Gr.Etario(21-24) SUM,Peao Gr.Etario(25-29) SUM,Peao Gr.Etario(30-34) SUM,Peao Gr.Etario(35-39) SUM,Peao Gr.Etario(40-44) SUM,Peao Gr.Etario(45-49) SUM,Peao Gr.Etario (50-54) SUM,Peao Gr.Etario (55-59) SUM,Peao Gr.Etario (60-64) SUM,Peao Gr.Etario (65-69) SUM,Peao Gr.Etario (70-74) SUM,Peao Gr.Etario (>=75) SUM,Peao Gr.Etario(Não Def.) SUM
20232546849,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232546889,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232547044,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232547103,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232547185,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232547185,2,Feminino,Em plena faixa de rodagem,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232547322,1,Masculino,Atravessando em passagem sinalizada,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232547366,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Sim,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232547478,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232547558,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232547618,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232547665,1,Feminino,A sair ou entrar num veículo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232547682,1,Masculino,A sair ou entrar num veículo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232547689,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232547690,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232547695,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232547711,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232547723,1,Masculino,Surgindo inesperadamente na faixa de rodagem de trás de um obstáculo,Ferido leve,Peão isolado,Não,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232547768,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido grave,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232547783,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232547785,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232547990,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232548027,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232548032,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232548069,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232548072,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232548099,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232548105,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232548552,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232548556,1,Feminino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232548571,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232548571,2,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232548583,1,Masculino,Transitando pela direita da faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20232548596,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232548623,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232548630,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20232548644,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232548652,1,Masculino,A sair ou entrar num veículo,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232548667,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232548700,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232548858,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232549076,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232549078,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232549339,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232549341,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232549458,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232549463,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Morto,Peão isolado,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232549492,1,Masculino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232549924,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232549925,1,Masculino,Atravessando em passagem sinalizada,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232549929,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232549933,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232549935,1,Masculino,Em plena faixa de rodagem,Ferido leve,"Conduzindo à mão velocípedes, carros de crianças ou de deficientes físicos",Não,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20232550006,1,Masculino,Atravessando em passagem sinalizada,Ferido grave,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232550023,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232550038,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232550049,1,Feminino,Atravessando em passagem sinalizada,Ferido grave,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232550054,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232550057,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232550068,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232550241,1,Feminino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232550301,1,Feminino,Em trabalhos na via,Ferido leve,Peão isolado,Sim,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232550398,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20232551304,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232551309,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232551309,2,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232551309,3,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20232551313,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20232551321,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232551323,1,Feminino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232551353,1,Masculino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232551390,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232551396,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232551406,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20232551411,1,Masculino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20232551413,1,Feminino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232551426,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20232551818,1,Masculino,Surgindo inesperadamente na faixa de rodagem de trás de um obstáculo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232552022,1,Masculino,Surgindo inesperadamente na faixa de rodagem de trás de um obstáculo,Ferido grave,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232552542,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232552546,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232552548,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232552586,1,Feminino,A sair ou entrar num veículo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232552596,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232552601,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232552604,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232552634,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232552656,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232552666,1,Feminino,Surgindo inesperadamente na faixa de rodagem de trás de um obstáculo,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232552669,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232552681,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232552761,1,Feminino,Transitando pela berma ou passeio,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232552901,1,Masculino,Em plena faixa de rodagem,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232552984,1,Masculino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232553128,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232553177,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232553381,1,Feminino,Em plena faixa de rodagem,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232553441,1,Feminino,Em plena faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232553477,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232553641,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20232553696,1,Masculino,Surgindo inesperadamente na faixa de rodagem de trás de um obstáculo,Ferido leve,Peão isolado,Não,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232553698,1,Feminino,Transitando pela esquerda da faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232553722,1,Masculino,"Atravessando fora da passagem de peões, a menos de 50m de uma passagem",Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232553729,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232553741,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232553743,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232553759,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232553760,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232553817,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232553828,1,Masculino,Transitando pela direita da faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232554010,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232554139,1,Feminino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232554484,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232554677,1,Feminino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232554718,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232554777,1,Feminino,Transitando pela esquerda da faixa de rodagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20232554857,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232554862,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232554883,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232554900,1,Masculino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232554900,2,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232554917,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20232554922,1,Masculino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20232554934,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20232554935,1,Feminino,Transitando pela berma ou passeio,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20232554948,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20232554960,1,Feminino,Atravessando em passagem sinalizada,Morto,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232554963,1,Feminino,Atravessando fora da passagem de peões a mais de 50m de uma passagem ou quando não exista passagem,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20232554986,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peão isolado,Não,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20232554994,1,Feminino,Atravessando em passagem sinalizada,Ferido leve,Peões em grupo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
